ROWNUMBER,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALES_PRICE,SALE DATE
2640,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,85, ,D4,"54 WEST 16TH ST, 6F", ,10011,0,0,0,1955,2,D4,885.00,2016-09-02
2641,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,85, ,D4,"54 WEST 16TH STREET, 7-G", ,10011,0,0,0,1955,2,D4,800.00,2016-09-14
2642,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,85, ,D4,"54 WEST 16TH STREET, 3A", ,10011,0,0,0,1955,2,D4,1100.00,2017-03-09
2643,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,818,59, ,D0,"14 WEST 17TH STREET, 4N", ,10011,0,0,0,1906,2,D0,2400.00,2016-11-17
2644,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,818,59, ,D0,"14 WEST 17TH STREET, 7S", ,10011,0,0,0,1906,2,D0,2300.00,2017-05-10
2645,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,818,73, ,D0,"42 WEST 17TH STREET, 4A", ,10011,0,0,0,1910,2,D0,2100.00,2016-12-23
2646,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,822,45, ,D4,"4 WEST 21ST STREET, 5A", ,10010,0,0,0,2005,2,D4,1720.00,2016-10-05
2647,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,822,45, ,D4,"4 WEST 21ST STREET, 3C", ,10010,0,0,0,2005,2,D4,1800.00,2016-12-20
2648,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,822,45, ,D4,"4 WEST 21ST STREET, 4B", ,10010,0,0,0,2005,2,D4,2000.00,2017-01-31
2649,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,822,45, ,D4,"4 WEST 21 STREET, 14-D", ,10010,0,0,0,2005,2,D4,1800.00,2017-06-28
2650,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,823,65, ,D0,"40 WEST 22ND STREET, 7AB", ,10010,0,0,0,1909,2,D0,3695.00,2017-07-31
2651,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,825,71, ,D0,"40 WEST 24TH STREET, 7N", ,10010,0,0,0,1905,2,D0,2950.00,2016-10-14
2652,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,825,71, ,D0,"40 WEST 24TH STREET, 8W", ,10010,0,0,0,1905,2,D0,2750.00,2017-06-29
2653,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,826,29, ,D0,"15 WEST 24TH STREET, 10FLR", ,10010,0,0,0,1906,2,D0,4425.00,2017-03-22
2654,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,827,42, ,D0,"208 FIFTH AVENUE, 2E", ,10010,0,0,0,1915,2,D0,2375.00,2017-07-25
2655,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,827,60, ,D0,"22 WEST 26TH STREET, 11H", ,10010,0,0,0,1910,2,D0,7290.93,2016-09-20
2656,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,827,68, ,D0,"38 WEST 26TH STREET, 7B", ,10010,0,0,0,1909,2,D0,4320.00,2016-10-26
2657,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 608", ,10003,0,0,0,1965,2,D4,840.00,2016-10-04
2658,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 1022", ,10003,0,0,0,1965,2,D4,525.00,2016-11-30
2659,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 18Y", ,10003,0,0,0,1965,2,D4,965.00,2016-12-09
2660,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14 STREET, 1609", ,10003,0,0,0,1965,2,D4,1250.00,2017-01-17
2661,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 611", ,10003,0,0,0,1965,2,D4,975.00,2016-12-22
2662,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,7 EAST 14TH STREET, ,10003,0,0,0,1965,2,D4,20.00,2017-01-25
2663,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH   STREET, 20V", ,10003,0,0,0,1965,2,D4,900.00,2017-01-24
2664,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 230", ,10003,0,0,0,1965,2,D4,0.00,2017-01-05
2665,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 919", ,10003,0,0,0,1965,2,D4,908.00,2017-02-16
2666,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 1008", ,10003,0,0,0,1965,2,D4,855.00,2017-03-08
2667,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,7 EAST 14TH   STREET, ,10003,0,0,0,1965,2,D4,15.00,2017-02-14
2668,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 804", ,10003,0,0,0,1965,2,D4,615.00,2017-05-02
2669,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 218", ,10003,0,0,0,1965,2,D4,0.00,2017-05-30
2670,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 822", ,10003,0,0,0,1965,2,D4,475.00,2017-06-08
2671,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 1010", ,10003,0,0,0,1965,2,D4,350.00,2017-06-15
2672,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 1220", ,10003,0,0,0,1965,2,D4,960.00,2017-06-15
2673,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 21H", ,10003,0,0,0,1965,2,D4,1300.00,2017-05-17
2674,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 1421", ,10003,0,0,0,1965,2,D4,555.00,2017-07-25
2675,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, PHB", ,10003,0,0,0,1965,2,D4,1580.00,2017-07-27
2676,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 815", ,10003,0,0,0,1965,2,D4,800.00,2017-07-26
2677,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 1111", ,10003,0,0,0,1965,2,D4,999.00,2017-08-10
2678,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7, ,D4,"7 EAST 14TH STREET, 1205", ,10003,0,0,0,1965,2,D4,0.00,2017-05-05
2679,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2C,844,33, ,D0,"16 EAST 17TH STREET, 2NDFL", ,10003,0,0,0,1900,2,D0,2075.00,2017-05-25
2680,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,846,71, ,D0,"105 FIFTH AVENUE, 10AB", ,10003,0,0,0,1907,2,D0,4000.00,2016-09-21
2681,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,846,71, ,D0,"105 FIFTH AVENUE, 6C", ,10003,0,0,0,1907,2,D0,2060.00,2016-12-08
2682,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,846,71, ,D0,"105 5TH AVENUE, 3E", ,10003,0,0,0,1907,2,D0,2100.00,2016-12-22
2683,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,846,71, ,D0,"105 FIFTH AVENUE, SU5", ,10003,0,0,0,1907,2,D0,0.00,2017-06-01
2684,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,846,71, ,D0,"105 FIFTH AVENUE, 6A", ,10003,0,0,0,1907,2,D0,2065.00,2017-06-28
2685,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,847,24, ,D0,"874 BROADWAY, 905", ,10003,0,0,0,1900,2,D0,1400.00,2017-05-01
2686,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,847,24, ,D0,"874 BROADWAY, 307", ,10003,0,0,0,1900,2,D0,1337.50,2017-07-26
2687,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,847,38, ,D0,"222 PARK AVENUE SOUTH, 12C", ,10003,0,0,0,1910,2,D0,0.00,2017-03-31
2688,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,847,50, ,D0,"40 EAST 19TH   STREET, 6", ,10003,0,0,0,1905,2,D0,4385.00,2017-08-25
2689,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,848,74, ,D0,"129-131 FIFTH AVENUE, GROUN", ,10003,0,0,0,1905,2,D0,14454.53,2016-12-29
2690,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,848,74, ,D0,"131 FIFTH AVENUE, 304", ,10003,0,0,0,1905,2,D0,1700.00,2017-06-14
2691,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,848,74, ,D0,131 FIFTH AVENUE, ,10003,0,0,0,1905,2,D0,170.00,2017-04-27
2692,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,848,74, ,D0,"131 FIFTH AVENUE, 803", ,10003,0,0,0,1905,2,D0,3950.00,2017-07-13
2693,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2C,849,26, ,D0,"35 EAST 20TH STREET, 6B", ,10003,0,0,0,1900,2,D0,2299.00,2017-06-28
2694,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,851,13, ,D4,"21 EAST 22ND STREET, 5I", ,10010,0,0,0,1911,2,D4,1139.00,2016-09-14
2695,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,851,13, ,D4,"21 EAST 22ND STREET, 10A", ,10010,0,0,0,1911,2,D4,1930.00,2016-11-02
2696,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,851,13, ,D4,"21 EAST 22ND STREET, 2L", ,10010,0,0,0,1911,2,D4,1395.00,2016-11-10
2697,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,851,13, ,D4,"21 EAST 22ND STREET, 12F", ,10010,0,0,0,1911,2,D4,1875.00,2016-11-07
2698,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,851,13, ,D4,"21 EAST 22ND STREET, 2F", ,10010,0,0,0,1911,2,D4,1287.50,2017-01-13
2699,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,851,13, ,D4,"21 EAST 22ND STREET, 6A", ,10010,0,0,0,1911,2,D4,1675.00,2017-02-06
2700,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,851,13, ,D4,"21 EAST 22ND STREET, 5E", ,10010,0,0,0,1911,2,D4,1212.50,2017-02-08
2701,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,851,13, ,D4,21 EAST 22, ,10010,0,0,0,1911,2,D4,1275.00,2017-06-08
2702,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2C,851,61, ,D0,"16 EAST 23RD STREET, 2/3R", ,10010,0,0,0,1900,2,D0,1550.00,2017-05-08
2703,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, 12F", ,10016,0,0,0,1910,2,D4,1325.00,2016-12-02
2704,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, 6L", ,10016,0,0,0,1910,2,D4,627.50,2016-12-16
2705,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, PH", ,10016,0,0,0,1910,2,D4,2260.00,2017-01-04
2706,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, PH ST", ,10016,0,0,0,1910,2,D4,40.00,2017-01-04
2707,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, PH ST", ,10016,0,0,0,1910,2,D4,40.00,2017-01-04
2708,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, 11L", ,10016,0,0,0,1910,2,D4,635.00,2017-01-30
2709,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, 11F", ,10016,0,0,0,1910,2,D4,690.00,2017-01-26
2710,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, 7F", ,10016,0,0,0,1910,2,D4,645.00,2017-02-23
2711,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, 3B", ,10016,0,0,0,1910,2,D4,0.00,2017-03-20
2712,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVE, 3C", ,10016,0,0,0,1910,2,D4,540.00,2017-03-20
2713,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVE., 9I", ,10016,0,0,0,1910,2,D4,1660.00,2017-03-31
2714,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, 9E", ,10016,0,0,0,1910,2,D4,705.00,2017-03-29
2715,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, 8B", ,10016,0,0,0,1910,2,D4,695.00,2017-05-04
2716,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, 2F", ,10016,0,0,0,1910,2,D4,710.00,2017-06-26
2717,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, 8J", ,10016,0,0,0,1910,2,D4,460.00,2017-07-06
2718,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, 7E", ,10016,0,0,0,1910,2,D4,727.00,2017-07-17
2719,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVE, 9J", ,10016,0,0,0,1910,2,D4,465.00,2017-08-02
2720,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, 9B", ,10016,0,0,0,1910,2,D4,650.00,2017-07-20
2721,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,816,1014, ,R4,22 WEST 15TH   STREET,17A,10011,1,0,1,0,2,R4,720.00,2016-11-30
2722,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,816,1029, ,R4,22 WEST 15TH   STREET,3D,10011,1,0,1,0,2,R4,1360.00,2017-07-25
2723,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,816,1029, ,R4,22 WEST 15TH STREET,3D,10011,1,0,1,0,2,R4,0.00,2017-02-07
2724,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,816,1043, ,R4,22 WEST 15TH   STREET,3E,10011,1,0,1,0,2,R4,0.00,2017-06-01
2725,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,816,1064, ,R4,22 WEST 15TH   STREET,10F,10011,1,0,1,0,2,R4,975.00,2017-08-25
2726,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,816,1090, ,R4,22 WEST 15 STREET,14H,10011,1,0,1,0,2,R4,1350.00,2017-01-20
2727,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,816,1107, ,R4,22 WEST 15TH STREET,12J,10011,1,0,1,0,2,R4,1050.00,2017-01-31
2728,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,816,1111, ,R4,22 WEST 15TH   STREET,17J,10011,1,0,1,0,2,R4,1075.00,2017-01-25
2729,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,816,1308, ,R4,50 WEST 15TH STREET,2C,10011,1,0,1,2008,2,R4,2749.00,2017-06-16
2730,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,816,1331, ,R4,50 WEST 15TH STREET,7A,10011,1,0,1,2008,2,R4,970.00,2017-08-21
2731,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,816,1341, ,R4,50 WEST 15TH STREET,9B,10011,1,0,1,2008,2,R4,2460.00,2017-08-04
2732,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,817,1040, ,R4,108 5 AVENUE,16A,10011,1,0,1,1986,2,R4,2200.00,2017-03-03
2733,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,817,1205, ,R4,35 WEST 15TH   STREET,8C,10011,1,0,1,2012,2,R4,5702.20,2016-12-23
2734,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,817,1210, ,R4,35 WEST 15TH   STREET,9C,10011,1,0,1,2012,2,R4,5500.00,2017-04-14
2735,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,817,1225, ,R4,35 WEST 15TH   STREET,12C,10011,1,0,1,2012,2,R4,6213.33,2017-05-25
2736,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,817,1228, ,R4,35 WEST 15TH   STREET,13B,10011,1,0,1,2012,2,R4,2055.00,2017-05-05
2737,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,817,1237, ,R4,35 WEST 15TH STREET,15C,10011,1,0,1,2012,2,R4,0.00,2017-02-08
2738,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,817,1241, ,R4,35 WEST 15TH   STREET,16C,10011,1,0,1,2012,2,R4,5396.73,2016-09-29
2739,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,817,1243, ,R4,31-35 WEST 15TH   STREET,17A,10011,1,0,1,2012,2,R4,5700.00,2016-09-09
2740,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1018, ,R4,12 WEST 18TH STREET,9W,10011,1,0,1,0,2,R4,3500.00,2016-09-30
2741,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1109, ,R4,15 WEST 17TH   STREET,9,10011,1,0,1,1906,2,R4,3300.00,2017-03-16
2742,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1302, ,R4,55 WEST 17TH STREET,202,10011,1,0,1,2015,2,R4,1522.28,2017-04-06
2743,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1306, ,R4,55 WEST 17TH   STREET,302,10011,1,0,1,2015,2,R4,1547.73,2017-04-28
2744,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1307, ,R4,55 WEST 17TH   STREET,303,10011,1,0,1,2015,2,R4,2647.45,2017-06-22
2745,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1309, ,R4,55 WEST 17TH   STREET,401,10011,1,0,1,2015,2,R4,1850.00,2017-05-19
2746,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1310, ,R4,55 WEST 17TH   STREET,402,10011,1,0,1,2015,2,R4,1680.10,2017-04-18
2747,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1311, ,R4,55 WEST 17TH   STREET,403,10011,1,0,1,2015,2,R4,1598.64,2017-04-13
2748,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1312, ,R4,55 WEST 17TH   STREET,404,10011,1,0,1,2015,2,R4,2799.99,2017-05-30
2749,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1315, ,R4,55 WEST 17TH   STREET,502,10011,1,0,1,2015,2,R4,1619.01,2017-04-12
2750,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1316, ,R4,55 WEST 17TH   STREET,503,10011,1,0,1,2015,2,R4,2624.53,2017-05-18
2751,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1319, ,R4,55 WEST 17TH   STREET,602,10011,1,0,1,2015,2,R4,1652.10,2017-04-18
2752,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1320, ,R4,55 WEST 17TH   STREET,603,10011,1,0,1,2015,2,R4,2599.99,2017-04-24
2753,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1323, ,R4,55 WEST 17TH   STREET,702,10011,1,0,1,2015,2,R4,1692.32,2017-04-20
2754,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1324, ,R4,55 WEST 17TH   STREET,703,10011,1,0,1,2015,2,R4,2723.81,2017-04-28
2755,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1328, ,R4,55 WEST 17TH   STREET,803,10011,1,0,1,2015,2,R4,2800.18,2017-04-27
2756,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1331, ,R4,55 WEST 17TH   STREET,902,10011,1,0,1,2015,2,R4,1700.47,2017-07-18
2757,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1332, ,R4,55 WEST 17TH   STREET,903,10011,1,0,1,2015,2,R4,2771.15,2017-08-11
2758,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1336, ,R4,55 WEST 17TH   STREET,1003,10011,1,0,1,2015,2,R4,2851.09,2017-04-10
2759,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1338, ,R4,55 WEST 17TH   STREET,1101,10011,1,0,1,2015,2,R4,3415.00,2017-04-26
2760,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1339, ,R4,55 WEST 17TH   STREET,1102,10011,1,0,1,2015,2,R4,1923.97,2017-05-24
2761,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1340, ,R4,55 WEST 17TH   STREET,1103,10011,1,0,1,2015,2,R4,3283.85,2017-05-25
2762,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1342, ,R4,55 WEST 17TH   STREET,1201,10011,1,0,1,2015,2,R4,3843.88,2017-08-03
2763,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1343, ,R4,55 WEST 17TH   STREET,1202,10011,1,0,1,2015,2,R4,1909.22,2017-06-23
2764,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1344, ,R4,55 WEST 17TH   STREET,1203,10011,1,0,1,2015,2,R4,1800.00,2017-06-26
2765,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1345, ,R4,55 WEST 17TH   STREET,1204,10011,1,0,1,2015,2,R4,4900.00,2017-07-24
2766,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1348, ,R4,55 WEST 17TH   STREET,1501,10011,1,0,1,2015,2,R4,4757.76,2017-07-28
2767,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1349, ,R4,55 WEST 17TH   STREET,1502,10011,1,0,1,2015,2,R4,4378.48,2017-07-31
2768,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1409, ,R4,32 WEST 18TH   STREET,5B,10011,1,0,1,0,2,R4,4725.00,2016-12-28
2769,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1414, ,R4,32 WEST 18TH   STREET,7A,10011,1,0,1,0,2,R4,4600.00,2017-02-14
2770,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,820,1208, ,R4,8 WEST 19TH   STREET,R8,10011,1,0,1,0,2,R4,0.00,2017-02-13
2771,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,820,1309, ,R4,16 WEST 19TH   STREET,3-C,10011,1,0,1,0,2,R4,1290.00,2017-02-09
2772,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,820,1314, ,R4,16 WEST 19 STREET,4-C,10011,1,0,1,0,2,R4,1375.00,2016-09-22
2773,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,820,1343, ,R4,16 WEST 19TH   STREET,9-C,10011,1,0,1,0,2,R4,1515.00,2016-12-02
2774,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,821,1304, ,R4,650 SIXTH AVENUE,2C,10011,1,0,1,1906,2,R4,0.00,2017-07-21
2775,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,821,1307, ,R4,650 SIXTH AVENUE,2F,10011,1,0,1,1906,2,R4,3550.00,2017-05-05
2776,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,821,1308, ,R4,650 SIXTH AVENUE,2G,10011,1,0,1,1906,2,R4,1650.00,2017-02-23
2777,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,821,1314, ,R4,650 SIXTH AVENUE,3A,10011,1,0,1,1906,2,R4,0.00,2017-05-08
2778,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,821,1324, ,R4,650 AVENUE OF THE AMER,3L,10011,1,0,1,1906,2,R4,1650.00,2017-07-07
2779,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,821,1327, ,R4,650 6TH AVENUE,4A,10011,1,0,1,1906,2,R4,1850.00,2017-01-09
2780,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,821,1349, ,R4,650 SIXTH AVENUE,5K,10011,1,0,1,1906,2,R4,0.00,2017-06-07
2781,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,821,1351, ,R4,650 SIXTH AVENUE,5M,10011,1,0,1,1906,2,R4,2000.00,2017-06-16
2782,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,821,1354, ,R4,650 SIXTH AVENUE,6B,10011,1,0,1,1906,2,R4,1100.00,2017-01-06
2783,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,821,1367, ,R4,650 SIXTH AVENUE,PHB,10011,1,0,1,1906,2,R4,3360.00,2017-03-10
2784,1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,821,1368, ,R4,650 SIXTH AVENUE,PHC,10011,1,0,1,1906,2,R4,5450.00,2017-04-17
